Date,Query,Impressions,Clicks,Conversions,Spend,Revenue
2024-08-13,travel rewards card,1634,1228,115,1675.95,5248.78
2024-02-22,best rewards card,7297,599,46,3366.13,4934.65
2025-05-14,best cashback credit card,4670,1865,18,4193.91,15836.57
2025-05-20,best cashback credit card,6806,397,23,811.38,3238.85
2024-12-29,premium credit card,534,936,154,1735.29,6716.18
2024-10-06,best travel card,9549,646,99,3360.3,12825.24
2025-08-15,best rewards card,8346,150,29,3791.09,12928.89
2025-12-14,travel rewards card,9222,1060,52,3918.23,1152.14
2024-06-06,travel rewards card,8603,1348,110,3283.7,1636.67
2025-09-23,best cashback credit card,7356,1354,106,2417.44,13176.19
2024-02-28,best travel card,9248,457,46,3246.71,19072.39
2025-12-27,travel rewards card,6561,1826,1,718.47,19970.36
2024-05-07,best rewards card,4183,302,191,1078.42,19744.77
2025-12-21,small business credit card,6096,1787,144,4641.28,7161.29
2024-04-24,student credit card,4952,1269,25,4614.75,4987.84
2024-07-27,best travel card,2612,724,62,3633.22,2153.26
2025-06-09,travel rewards card,5628,466,82,1668.88,6651.37
2025-06-04,best travel card,1363,901,80,3261.76,5681.7
2025-07-05,best travel card,6051,848,144,3454.57,11620.56
2024-08-24,small business credit card,2847,663,197,2599.82,7501.95
2024-10-07,best rewards card,7380,1639,91,3755.2,4784.29
2024-12-24,best cashback credit card,1193,673,198,196.97,12328.39
2024-07-19,small business credit card,3863,774,121,1318.29,6596.74
2024-10-04,travel rewards card,7451,1100,162,3982.53,7202.08
2024-08-22,premium credit card,332,185,53,4696.57,12049.12
2025-05-08,small business credit card,2201,519,151,4386.63,2540.73
2024-01-04,premium credit card,2128,1648,171,3596.64,15530.13
2025-10-27,business credit card,6333,1124,44,869.21,19315.6
2025-03-17,best cashback credit card,8026,714,32,1875.16,9918.37
2024-01-29,best rewards card,2029,1199,23,298.55,11285.21
2024-04-18,student credit card,9750,611,148,3217.32,7815.93
2025-09-01,best travel card,9940,847,19,2276.82,19143.02
2025-12-27,premium credit card,8699,1860,29,2886.41,2832.3
2024-03-15,student credit card,3440,1011,146,4897.8,16307.73
2024-05-25,student credit card,2077,1813,69,2041.15,13078.43
2024-05-07,premium credit card,2513,1471,140,1568.22,15871.63
2024-02-11,student credit card,8126,60,10,795.49,19019.1
2024-12-21,best travel card,5518,1711,111,760.87,10023.82
2024-02-10,credit card for startups,6125,695,37,2616.94,5908.94
2024-02-03,business credit card,5037,1772,81,3758.68,15634.33
2024-01-17,premium credit card,3697,275,96,2844.09,16922.5
2025-11-07,best travel card,1478,1554,55,4372.8,13787.85
2024-06-01,best cashback credit card,720,1120,132,1613.57,17010.23
2025-01-12,premium credit card,1029,615,128,2995.48,14660.48
2025-08-10,best travel card,6644,1085,63,3323.15,19157.97
2025-08-21,best travel card,7672,1212,12,1439.42,11499.48
2025-09-20,small business credit card,5926,1311,146,2011.71,7733.37
2024-12-07,credit card for startups,1074,1272,8,2975.15,13674.31
2024-01-27,premium credit card,1789,594,32,153.61,1568.46
2024-10-13,best rewards card,4771,348,49,4438.72,10068.14
2025-10-07,best travel card,7020,1105,104,599.77,15513.33
2024-06-16,business credit card,6876,383,191,285.41,3545.48
2025-09-01,small business credit card,9017,589,187,1114.42,8128.06
2024-09-24,best travel card,8453,526,87,2536.47,7135.68
2025-03-30,premium credit card,7884,1884,195,1677.05,6832.39
2025-11-15,travel rewards card,758,1271,99,2228.72,13082.41
2025-02-04,best travel card,2997,1499,167,467.14,10050.42
2025-04-20,airport lounge access card,5768,130,50,1203.87,15986.84
2025-12-02,travel rewards card,6325,1446,199,533.42,1345.42
2025-09-25,best travel card,2642,1756,154,1187.05,9187.4
2025-07-11,student credit card,9870,1807,151,3531.38,477.17
2025-07-29,best travel card,9366,846,96,2897.69,4573.02
2024-05-09,best cashback credit card,3305,579,63,1703.16,15552.44
2024-12-28,student credit card,4144,52,194,1343.07,2299.81
2025-12-05,premium credit card,3533,1537,167,4987.76,2290.47
2025-11-23,business credit card,6811,1230,66,3850.95,8148.48
2024-10-18,travel rewards card,7484,81,103,4119.12,15583.44
2025-01-05,best rewards card,977,100,46,180.5,12832.85
2024-01-29,small business credit card,1191,1582,143,344.95,15678.75
2024-05-28,business credit card,3159,500,16,3577.44,1181.06
2024-10-22,student credit card,7107,1859,120,999.57,11361.77
2024-01-11,small business credit card,5362,758,90,2156.99,9175.19
2025-05-26,travel rewards card,7613,1007,72,961.62,17941.22
2025-11-06,best rewards card,1774,392,16,926.51,14799.32
2024-04-22,airport lounge access card,9900,814,85,589.93,8601.95
2024-07-05,airport lounge access card,2926,1499,39,2991.59,11166.21
2024-08-14,best rewards card,9509,1187,139,3709.54,8611.7
2024-11-05,small business credit card,3152,179,36,331.38,8934.71
2024-04-07,premium credit card,413,1305,18,1413.98,12754.83
2024-02-24,small business credit card,9021,927,151,3308.92,4487.39
2025-09-14,best travel card,483,1143,77,1991.96,6797.04
2025-10-25,small business credit card,5984,160,49,3538.1,5727.35
2025-02-09,premium credit card,1912,440,170,3808.18,16055.89
2024-03-09,business credit card,2424,460,103,209.86,18850.48
2024-11-07,travel rewards card,5348,652,44,1935.26,8403.15
2024-10-15,small business credit card,3529,789,109,3659.24,1726.6
2025-07-01,travel rewards card,3391,32,129,1923.16,2052.31
2024-05-27,student credit card,7273,376,7,78.87,8111.86
2025-04-11,airport lounge access card,4946,660,48,1714.7,8020.69
2024-08-31,airport lounge access card,6867,829,112,4369.63,3093.9
2025-05-05,premium credit card,327,248,144,4762.1,16181.04
2025-05-21,student credit card,6173,443,48,2824.56,10102.67
2024-12-30,airport lounge access card,5804,1986,171,1566.48,2359.39
2025-04-26,premium credit card,8303,713,51,2357.02,2154.66
2024-07-19,small business credit card,7865,1160,107,1219.21,9030.1
2024-06-02,student credit card,1622,951,66,882.22,2513.36
2025-03-25,best travel card,791,550,31,2493.0,11311.68
2025-05-15,best travel card,1839,642,39,3696.59,7823.31
2024-03-13,best travel card,1625,207,9,1151.2,18409.55
2025-12-13,business credit card,169,1719,41,4552.21,8494.42
2024-10-22,best travel card,6351,1689,63,882.73,12365.72
2024-01-17,student credit card,3223,491,14,2814.14,16264.81
2025-10-02,best cashback credit card,4824,1212,58,3893.1,6196.95
2024-08-04,airport lounge access card,7749,878,88,1106.27,10335.39
2024-03-01,best travel card,1387,532,97,1517.4,2594.61
2025-09-07,student credit card,8867,660,98,304.85,8768.83
2024-02-11,credit card for startups,5054,968,192,4722.54,7641.26
2024-01-25,small business credit card,844,446,156,2460.51,8678.14
2024-02-08,business credit card,6375,1798,132,368.32,2326.72
2024-05-10,travel rewards card,4676,866,162,4159.13,8088.33
2025-05-12,premium credit card,5176,323,132,2868.25,17431.28
2024-08-16,credit card for startups,9316,28,70,323.66,18753.69
2024-04-17,credit card for startups,1041,1193,186,2281.94,4986.2
2024-06-20,business credit card,5150,827,86,2200.3,6149.93
2025-03-10,premium credit card,867,131,4,773.1,389.22
2025-04-22,business credit card,2538,81,50,2130.85,2488.5
2024-04-11,best travel card,9125,1088,5,1449.89,7033.37
2025-06-07,travel rewards card,8919,469,75,3514.71,13765.15
2024-10-01,premium credit card,476,178,45,77.19,5985.64
2025-09-04,student credit card,189,1644,163,576.56,1692.87
2024-02-13,airport lounge access card,9357,591,117,4597.31,14671.18
2024-01-17,business credit card,6166,1182,27,2195.0,9441.95
2024-11-25,travel rewards card,9350,638,130,922.1,10480.1
2025-07-22,small business credit card,5675,35,182,3976.47,6655.3
2025-05-11,best cashback credit card,2755,1281,118,4265.38,12338.27
2024-01-12,small business credit card,1615,1930,104,1095.51,17837.43
2024-11-13,best cashback credit card,3117,730,176,3582.32,11164.42
2025-08-14,best rewards card,7911,1260,49,3094.92,11832.82
2024-08-03,student credit card,7443,1956,110,3738.03,7596.54
2024-12-04,best rewards card,1673,1979,78,3950.1,1836.09
2025-10-22,business credit card,5697,1659,1,3321.63,8685.12
2024-03-21,business credit card,4026,1739,120,4783.27,18507.86
2025-12-27,best cashback credit card,3896,1517,161,4327.92,13668.26
2025-04-29,premium credit card,8923,1866,35,1183.41,9906.35
2025-01-08,travel rewards card,1332,1043,182,4572.15,12493.49
2025-12-10,best travel card,2364,1128,56,1830.01,11259.03
2024-07-18,credit card for startups,2147,130,143,3646.38,18265.58
2025-06-20,business credit card,635,135,197,4247.65,4632.19
2025-04-10,best rewards card,7984,558,4,2210.03,17795.99
2024-03-29,best rewards card,6981,1102,110,304.97,13831.72
2024-09-24,small business credit card,7478,306,84,4750.82,2729.38
2025-10-16,student credit card,3197,695,192,408.78,7563.71
2025-07-24,best cashback credit card,9567,1534,22,1773.14,8838.72
2025-05-03,credit card for startups,3173,982,24,3002.41,1842.09
2025-06-21,best cashback credit card,1125,1078,175,631.81,11173.14
2024-02-16,business credit card,2151,644,75,4199.12,5335.41
2024-10-14,airport lounge access card,3721,391,110,1056.94,9270.93
2024-01-16,credit card for startups,4663,1060,134,4930.72,8887.61
2025-12-11,small business credit card,8492,714,155,4586.35,10529.15
2025-02-04,best rewards card,4503,506,138,3042.55,16954.9
2024-03-26,small business credit card,3423,861,167,3317.05,15659.07
2024-09-06,business credit card,3458,1169,110,2691.35,17485.43
2025-01-25,airport lounge access card,6241,716,90,1985.96,11532.48
2024-11-30,best travel card,5117,1082,37,1790.96,12392.94
2025-09-20,credit card for startups,6535,1641,54,4463.69,8723.63
2025-06-02,best cashback credit card,7421,1540,51,2904.27,14400.94
2024-05-16,credit card for startups,3071,130,60,4125.3,4256.93
2025-11-18,best rewards card,8877,1794,72,2594.65,9608.64
2025-05-12,best cashback credit card,3445,1250,128,1569.77,14340.63
2025-12-27,best travel card,5916,635,51,504.21,15602.0
2025-04-21,best travel card,4704,535,62,1652.3,5109.41
2025-08-16,student credit card,3524,1607,49,4406.58,3794.66
2024-08-10,best cashback credit card,4200,1076,179,3574.21,5912.97
2025-01-06,travel rewards card,8651,1956,28,3939.86,18419.08
2025-02-05,airport lounge access card,3577,761,164,3878.5,2756.58
2025-03-18,travel rewards card,7282,105,153,643.86,19071.28
2025-05-04,best travel card,7540,36,164,836.36,19897.29
2025-09-06,best cashback credit card,4758,845,77,1620.33,15712.2
2024-09-29,student credit card,2912,1928,188,1540.09,15256.37
2025-06-09,credit card for startups,144,1275,7,377.1,19075.07
2024-06-07,credit card for startups,733,496,65,809.68,5952.6
2024-05-31,credit card for startups,9502,249,123,4288.34,2753.85
2025-09-11,student credit card,6904,1337,36,2965.77,16497.39
2024-07-06,business credit card,2868,76,73,1744.3,3584.41
2024-04-07,best cashback credit card,8885,1314,30,2656.07,1099.12
2024-05-10,travel rewards card,9716,1225,47,1343.5,4089.94
2024-06-19,airport lounge access card,7975,1152,91,2940.02,8870.55
2024-07-01,best travel card,2026,1185,29,419.42,10003.02
2024-12-29,airport lounge access card,956,1810,5,4518.12,1437.53
2024-02-08,best travel card,6088,1425,65,1240.21,8979.21
2025-06-10,best cashback credit card,8843,240,115,4104.42,12165.29
2025-05-11,best cashback credit card,7947,360,197,3316.99,18649.77
2025-05-30,small business credit card,4238,770,63,2638.88,4700.93
2024-12-14,travel rewards card,4374,1604,93,4652.49,4377.21
2025-01-31,best rewards card,9772,1562,184,826.23,7910.62
2025-12-22,best travel card,706,1204,17,640.42,19676.36
2024-06-09,premium credit card,8963,872,127,1643.21,6857.25
2024-01-16,best rewards card,5122,1997,51,4159.6,1068.58
2025-05-07,credit card for startups,116,1165,113,224.25,5459.17
2025-03-01,airport lounge access card,5834,366,37,1235.06,11254.37
2024-04-17,best cashback credit card,2973,1681,88,2152.28,8368.37
2025-03-25,premium credit card,7865,1075,116,3579.06,15529.62
2024-11-06,best travel card,5249,1338,125,1531.6,12223.98
2024-06-18,business credit card,5411,1039,137,2268.16,11277.25
2025-06-29,best travel card,2584,338,38,1717.41,6595.28
2025-02-17,airport lounge access card,6422,1203,53,505.7,11126.55
2024-09-07,best travel card,8907,1833,141,3706.45,12388.7
2024-05-20,best travel card,6877,920,90,2333.83,3748.25
2024-09-30,student credit card,3305,347,53,4071.93,14770.18
2025-02-19,travel rewards card,4507,1760,119,3488.73,7980.07
2025-08-30,best rewards card,3907,1102,119,336.19,14897.06
2024-02-08,business credit card,8816,891,49,2525.38,3718.67
2024-01-29,best cashback credit card,3273,548,122,4954.74,13199.11
2025-04-21,best travel card,1573,746,70,1573.96,732.29
2024-11-13,business credit card,3438,1867,163,2490.14,3347.52
2024-09-01,small business credit card,4657,1540,16,3277.56,17844.19
2025-11-27,best travel card,2512,1779,13,1051.21,9337.14
2024-09-28,student credit card,2251,1519,121,3527.41,10255.68
2025-03-15,student credit card,3282,452,139,3315.89,18170.04
2024-08-26,premium credit card,8719,933,87,1906.05,9801.68
2025-01-11,credit card for startups,8262,929,130,1457.97,13160.85
2024-09-22,airport lounge access card,4664,60,94,4599.56,4594.71
2024-12-24,best rewards card,1114,158,19,678.77,1815.15
2024-12-05,small business credit card,1704,1960,104,2188.55,7196.36
2025-01-23,airport lounge access card,969,1620,45,3846.57,16013.85
2025-07-30,airport lounge access card,7013,1851,174,783.28,9047.38
2025-11-19,premium credit card,2827,1125,47,4667.99,3529.38
2024-01-03,student credit card,2952,377,177,2654.95,10992.94
2025-03-04,travel rewards card,9177,1969,79,2548.84,5424.04
2024-05-21,business credit card,2708,589,42,2150.17,18944.02
2025-01-10,best cashback credit card,1373,1780,161,4343.88,11632.77
2025-10-31,travel rewards card,7749,1907,108,4744.78,19662.66
2024-11-19,travel rewards card,2055,665,169,1931.34,1052.84
2024-05-25,credit card for startups,8878,85,119,2734.85,428.88
2024-10-19,credit card for startups,8492,1119,197,1611.34,9646.49
2025-10-26,travel rewards card,4649,236,86,1871.68,17267.59
2025-03-07,student credit card,9117,1396,111,190.25,10583.26
2025-12-05,airport lounge access card,8402,968,19,3940.38,17548.5
2025-08-07,business credit card,8200,1601,39,4848.2,2785.21
2025-02-02,airport lounge access card,3011,601,135,3859.16,14046.68
2024-12-09,airport lounge access card,9199,33,39,2615.15,13265.57
2024-05-19,airport lounge access card,5968,1772,98,4146.17,10990.28
2024-07-05,business credit card,5763,37,34,4296.5,8221.07
2024-03-01,business credit card,654,130,172,2745.39,13011.95
2025-01-14,premium credit card,8398,1523,197,4688.93,11091.83
2025-12-10,best rewards card,3436,1638,68,199.34,5597.99
2025-03-15,travel rewards card,6469,862,191,99.98,2271.39
2024-11-14,best travel card,2634,633,199,453.22,7855.64
2024-10-28,premium credit card,2326,899,48,336.4,10346.24
2024-12-09,premium credit card,3393,1378,3,2151.82,10268.6
2024-01-11,best cashback credit card,9685,40,162,4704.59,8626.53
2024-03-02,best travel card,266,1688,113,3392.36,6681.63
2024-08-13,credit card for startups,3724,1912,137,3314.29,7139.78
2024-06-01,best cashback credit card,2447,1843,61,1955.19,5463.74
2025-12-11,credit card for startups,1504,1260,148,2692.14,11682.18
2025-07-17,best rewards card,6278,879,168,1555.66,17027.77
2025-07-24,small business credit card,9817,1283,125,2613.3,17617.86
2025-08-06,credit card for startups,2874,59,12,3745.97,19875.75
2025-10-21,airport lounge access card,9117,735,103,2815.53,1958.6
2025-07-28,credit card for startups,9416,1925,28,2123.42,4442.31
2024-11-05,best travel card,8860,398,176,4232.36,14658.1
2024-08-30,business credit card,3839,953,75,1472.84,12975.76
2025-05-07,best travel card,8118,1814,135,2433.36,2850.54
2024-12-31,best rewards card,4564,1321,82,4891.83,12694.16
2024-11-25,premium credit card,7841,1740,83,4838.24,8247.94
2024-04-16,airport lounge access card,7736,1799,142,81.11,19145.82
2024-08-13,small business credit card,8120,1624,147,2684.56,17133.81
2024-08-05,best rewards card,7388,1024,54,1717.75,1650.2
2025-05-20,premium credit card,4194,484,188,1491.56,1981.79
2024-09-15,student credit card,3030,765,67,3001.45,8457.72
2025-05-31,best travel card,863,612,162,2259.21,365.75
2024-02-23,best rewards card,3550,935,89,3677.57,2068.86
2024-02-16,best travel card,3495,1039,169,184.31,18665.39
2025-12-27,small business credit card,3819,802,159,4638.11,15890.15
2025-11-19,premium credit card,4901,421,167,2859.59,13519.64
2025-06-04,best travel card,8512,1991,78,3436.13,16638.7
2024-04-08,business credit card,1961,671,180,3042.7,5151.09
2024-01-20,credit card for startups,9313,1357,175,4946.2,14566.23
2025-07-26,best cashback credit card,209,1432,20,4932.18,12388.23
2025-05-04,small business credit card,6649,1315,96,3068.96,17003.22
2025-02-22,best cashback credit card,8990,200,180,3435.62,5797.21
